Organization Name,Organization Name URL,Industries,City,State,Country,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Number of Funding Rounds,Founders,Number of Founders,Number of Employees,Number of Exits,Number of Lead Investments,Funding Status,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Number of Acquisitions,Acquisition Status,Delisted Date,Delisted Date Precision,Number of Investors,Number of Lead Investors,Number of Investments,Operating Status,Full Description,Hub Tags,Number of Articles,Investor Type,Investment Stage,Accelerator Program Type,Accelerator Duration (in weeks),Accelerator Application Deadline,Number of Alumni,Last Funding Type,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Date,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price Currency (in USD),Acquisition Type,Acquisition Terms,Transaction Name,Transaction Name URL,IPO Status,SimilarWeb - Monthly Visits,SimilarWeb - Bounce Rate,SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Bounce Rate Growth,Stock Symbol,Stock Symbol URL,Stock Exchange,Valuation at IPO,Valuation at IPO Currency,Valuation at IPO Currency (in USD),Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO Currency (in USD),IPO Date,Top 5 Investors,Number of Founders (Alumni),School Method,Number of Enrollments,School Program,School Type,Number of Portfolio Organizations,Number of Exits (IPO),Description,Company Type,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Siftery - Total Products Active,Number of Events,Twitter,Website,Facebook,LinkedIn,Contact Email,Headquarters Regions,FS_COUNTRY_CODE,FactSet_ID,FS_NAME,CB_IPO_DATE,CB_IPO_DATE_+6M ,FS_IPO_DATE,IPO_DATE_TRUE,IPO_DATE_TRUE+6M,FS_Historical_Ticker,IPO_RETURN_TRUE_DATE,IPO_CLASS,LIFETIME_RETURN,LIFETURN_CLASS
Phorm,https://www.crunchbase.com/organization/phorm,"Advertising, Content, Privacy, Security, Telecommunications",London,England,United Kingdom,Less than $1M,2002-01-01,year,2005-01-07,day,,,98020914.0,USD,98020914.0,3.0,Mark Lyle Schneider,1,251-500,,,IPO,6000000.0,GBP,9020914.0,Post-IPO Equity,98020914.0,USD,98020914.0,,,,,4.0,,,Active,"Phorm is a digital technology company involved in the development of web personalization technologies and solutions. Partnering with several internet service providers in the UK, Phorm employs behavior-based targeted advertising technologies to provide its services. Phorm was established in 2002. It is headquartered in London, and has offices in Istanbul, Bucharest and Sao Paulo.",,380,,,,,,,Post-IPO Equity,6000000.0,GBP,9020914.0,2015-04-22,,,,,,,,,,,,Public,,,,,,,PHRM,https://www.crunchbase.com/ipo/phorm-ipo--6f278923,LSE - London Stock Exchange,,,,,,,2005-01-07,"Morgan Stanley, Canaccord Adams, Mirabaud Securities LLP, Evolution Securities Limited",,,,,,,,Phorm is a personalization technology company making content and advertising more relevant to consumers by utilizing ISP data.,For Profit,0,1,,Scientific and technological services,5.0,,http://twitter.com/phormcompany,http://www.phorm.com,,http://www.linkedin.com/company/phorm,moreinfo@phorm.com,,GB,PHRM-GB,Phorm Corp. Ltd.,2005-01-09,2005-07-06,2004-12-23,2005-01-09,2005-07-08,PHRM-LON,-0.1858585,0.0,,
Phreesia,https://www.crunchbase.com/organization/phreesia,"Health Care, Information Technology, Medical",New York,New York,United States,$1M to $10M,2005-02-01,day,2019-07-08,day,,,92649997.0,USD,92649997.0,7.0,"Chaim Indig, Evan Roberts, Michael Weintraub",3,51-100,,,IPO,16999997.0,USD,16999997.0,Venture - Series Unknown,92649997.0,USD,92649997.0,1.0,Made Acquisitions,,,9.0,6.0,,Active,"Phreesia is a privately held company focused on patient check-in. The company replaces the outdated patient clipboard in physician offices with a free wireless touch screen and swipe card enabled PhreesiaPad. Phreesia automates the patient check-in process by collecting personal health information on the PhreesiaPad from the patient in a secure and HIPAA-compliant fashion. The product is designed to interface with physicians' existing and future technology and is compatible with electronic medical records (EMRs) Phreesia does not require any changes to the physician workflow and captures comprehensive patient information that can automatically be printed to reports for administrative and clinical staff. The company also improves the patient experience by better preparing them for their appointments, offering up-to-date health education relevant to their medical concerns, and enabling them to verify, rather than re-enter, information recorded at previous visits to the medical practice.  The company draws on the expertise of a leading Medical Advisory Board and has initiated a series of patient care initiatives that concentrate on both wellness and disease prevention. The company is backed by premier venture capital firms and has received $13.25 million in financing to date.",,38,,,,,,,Venture - Series Unknown,16999997.0,USD,16999997.0,2017-11-08,,,,,,,,,,,,Public,"39,099",52.71%,62.21%,328,115.06%,-14.46%,PHR,https://www.crunchbase.com/ipo/phreesia-ipo--31519d1c,NYSE - New York Stock Exchange,603500000.0,USD,603500000.0,167000000.0,USD,167000000.0,2019-07-08,"Polaris Partners, Ascension Ventures, HLM Venture Partners, BlueCross BlueShield Venture Partners, Sandbox Industries",,,,,,,,Phreesia automates the patient check-in process by collecting personal health information on the PhreesiaPad.,For Profit,0,7,,Scientific and electric apparatus and instruments,39.0,,http://twitter.com/phreesia,http://www.phreesia.com,http://www.facebook.com/Phreesia,http://www.linkedin.com/company/64726,info@phreesia.com,"Greater New York Area, East Coast, Northeastern US",US,PHR-US,"Phreesia, Inc.",2019-07-10,2020-01-04,2019-07-18,2019-07-18,2020-01-14,PHR-NYS,0.031897902,1.0,0.12240828000000001,1.0
Phunware,https://www.crunchbase.com/organization/phunware,"Android, Apps, iOS, Mobile, Mobile Advertising",Austin,Texas,United States,$1M to $10M,2009-02-23,day,2018-12-27,day,,,84380000.0,USD,84380000.0,8.0,"Alan Kane, Alan S. Knitowski, Luan Dang",3,101-250,,,IPO,4700000.0,USD,4700000.0,Series F,84380000.0,USD,84380000.0,5.0,Made Acquisitions,,,12.0,3.0,1.0,Active,"Phunware Inc. is the pioneer of Multiscreen-as-a-Service (MaaS), a fully integrated enterprise cloud platform for mobile that provides companies the products, solutions, data and services necessary to engage, manage, and monetize their mobile application portfolios and audiences globally at scale. Phunware helps the world’s most respected brands create category-defining mobile experiences, with more than one billion active devices touching its platform each month. For more information about how Phunware is transforming the way consumers and brands interact with mobile in the virtual and physical worlds, visit www.phunware.com, www.phuncoin.com and follow @phunware on all social media platforms.",,72,,,,,,,Series F,4700000.0,USD,4700000.0,2018-02-07,,,,,,,,,,,,Public,"12,350",55.35%,16.68%,272,-39.48%,8.22%,PHUN,https://www.crunchbase.com/ipo/phunware-ipo--d2c80044,NASDAQ,,,,92000000.0,USD,92000000.0,2018-12-27,"Wavemaker Partners, Samsung Ventures, PLDT, Cisco, Khazanah Nasional",,,,,,1.0,,"Phunware is the pioneer of Multiscreen as a Service (MaaS), a fully integrated enterprise software platform for mobile.",,16,17,Computing; Calculating,Scientific and electric apparatus and instruments,70.0,5.0,http://twitter.com/phunware,http://www.phunware.com,http://www.facebook.com/phunware,http://www.linkedin.com/company/phunware,socialmedia@phunware.com,Southern US,US,PHUN-US,"Phunware, Inc.",2018-12-29,2019-06-25,2016-10-10,2018-12-29,2019-06-27,PHUN-NAS,-0.7610701,0.0,-0.9152306,0.0
Pieris Pharmaceuticals,https://www.crunchbase.com/organization/pieris-pharmaceuticals,"Biopharma, Biotechnology, Pharmaceutical",Boston,Massachusetts,United States,$10M to $50M,2001-01-01,year,2015-01-09,day,,,99100440.0,USD,99100440.0,3.0,Arne Skerra,1,11-50,,,IPO,32000000.0,USD,32000000.0,Post-IPO Equity,99100440.0,USD,99100440.0,,,,,6.0,2.0,,Active,"Pieris Pharmaceuticals, Inc. is a, clinical-stage biotechnology company applying its proprietary Anticalin® technology to create differentiated drugs that can help patients suffering from cancer, severe asthma, anemia and other medical conditions with a high unmet medical need. Anticalins are recombinantly engineered versions of lipocalins, human proteins that naturally bind, store and transport a wide spectrum of molecules. Our libraries of more than 100 billion different Anticalins can virtually bind to any target of interest.",,12,,,,,,,Post-IPO Equity,32000000.0,USD,32000000.0,2019-11-10,,,,,,,,,,,,Public,"2,919",29.66%,69.3%,86,-36.24%,-15.15%,PIRS,https://www.crunchbase.com/ipo/pieris-pharmaceuticals-ipo--1f16bd3f,NASDAQ,,,,,,,2015-01-09,"Surveyor Capital, EcoR1 Capital, Biotechnology Value Fund, Samsara BioCapital, BVF Partners",,,,,,,,"Pieris Pharmaceuticals, Inc. is a clinical-stage biotechnology company applying its proprietary.",For Profit,,,,,12.0,,,http://www.pieris.com,,https://www.linkedin.com/company/pieris-ag,info@pieris.com,"Greater Boston Area, East Coast, New England",US,PIRS-US,"Pieris Pharmaceuticals, Inc.",2015-01-11,2015-07-08,2014-09-04,2015-01-11,2015-07-10,PIRS-NAS,-0.036363602,0.0,0.05454551999999999,1.0
Pieris AG,https://www.crunchbase.com/organization/pieris-ag,"Biotechnology, Health Care, Medical, Pharmaceutical",Boston,Massachusetts,United States,,2001-01-01,year,2014-12-01,day,,,18250989.0,USD,18250989.0,2.0,Claus Schalper,1,,,,IPO,6390000.0,USD,6390000.0,Series B,18250989.0,USD,18250989.0,,,,,10.0,2.0,,Active,"Pieris Pharmaceuticals is a clinical-stage biotechnology company that develops drugs to fight cancer, severe asthma, anemia, and other medical conditions with unmet medical needs. The company applies its proprietary Anticalin® technology to the drug development processes.  Pieris Pharmaceuticals was founded in 2001 and is based in Freising, Bayern.",,2,,,,,,,Series B,6390000.0,USD,6390000.0,2006-11-01,,,,,,,,,,,,Public,,,,,,,PIRS,https://www.crunchbase.com/ipo/pieris-ag-ipo--91d2373f,NASDAQ,,,,,,,2014-12-01,"Forbion Capital Partners, ABN AMRO Fund, Gilde Healthcare, AAC Capital Partners, BayTech Venture Capital",,,,,,,,"Pieris Pharmaceuticals is a clinical-stage biotechnology company that develops drugs to fight cancer, severe asthma, anemia, and so on.",,,,,,0.0,,,http://www.pieris-ag.com,,,info@pieris-ag.com,"Greater Boston Area, East Coast, New England",US,PIRS-US,"Pieris Pharmaceuticals, Inc.",2014-12-03,2015-05-30,2014-09-04,2014-12-03,2015-06-01,PIRS-NAS,226.27273000000002,1.0,218.69697,1.0
Pinduoduo,https://www.crunchbase.com/organization/pinduoduo,"E-Commerce, E-Commerce Platforms, Group Buying",Shanghai,Shanghai,China,$1B to $10B,2015-09-01,month,2018-07-26,day,,,2700361337.0,USD,2700361337.0,5.0,Colin Huang,1,501-1000,,1.0,IPO,1368670321.0,USD,1368670321.0,Series D,1700361337.0,USD,1700361337.0,,,,,9.0,3.0,1.0,Active,"Pinduoduo is an e-commerce platform allowing users to participate in group buying deals, mostly through Tencent’s Wechat app. The company was founded in 2015 and is based in Shanghai, China.",Unicorn,136,,,,,,,Post-IPO Debt,1000000000.0,USD,1000000000.0,2019-09-29,,,,,,,,,,,,Public,"152,756,252",92.96%,60.22%,25,-56.74%,4.64%,PDD,https://www.crunchbase.com/ipo/pinduoduo-ipo--3baa69d5,NASDAQ,24000000000.0,USD,24000000000.0,1630000000.0,USD,1630000000.0,2018-07-26,"Tencent Holdings, IDG Capital, Sequoia Capital China, Cathay Innovation, Gaorong Capital",,,,,,1.0,,"Pinduoduo is a Chinese e-commerce platform that allows users to participate in group buying deals, mostly through Tencent’s Wechat app.",For Profit,0,1,,Scientific and electric apparatus and instruments,,,,http://www.pinduoduo.com/,https://www.facebook.com/pinduoduo/,https://www.linkedin.com/company/%E4%B8%8A%E6%B5%B7%E5%AF%BB%E6%A2%A6/,,Asia-Pacific (APAC),US,PDD-US,"Pinduoduo, Inc. Sponsored ADR Class A",2018-07-28,2019-01-22,2018-07-26,2018-07-28,2019-01-24,PDD-NAS,0.16829264,1.0,0.4943088,1.0
Ping An Good Doctor,https://www.crunchbase.com/organization/ping-an-good-doctor,"Consulting, Health Care, Medical Device",Shenzhen,Guangdong,China,$100M to $500M,2014-08-01,month,2018-05-04,day,,,900000000.0,USD,900000000.0,2.0,Wang Tao,1,1001-5000,,,IPO,400000000.0,USD,400000000.0,Series B,900000000.0,USD,900000000.0,1.0,Made Acquisitions,,,1.0,1.0,,Active,"Ping An Health Internet is a wholly owned subsidiary of China Ping An Group, an important member of the Internet business segment/. It was established in August 2014 with 350 million yuan registered capital and is headquartered in Shanghai, China. Companies around the network of doctors, drug network and information network formed three product lines, involving online inquiry, a plurality of segments of the doctor-patient health care management, drug O2O, electronic health records, chronic disease management, child health services. Chinese company to the mobile Internet era medical wisdom of the leader as the goal, to create a user-stop health management solutions provider, China's largest Internet to build a healthy industry ecosystem. Ping An Health Internet also developed a children's health management and chronic disease management, and other vertical applications, to meet the needs of market segments. Reform the health care system combined with the trend, the company vigorously promote the integration of physician resources.",Unicorn,65,,,,,,,Series B,400000000.0,USD,400000000.0,2017-10-01,,,,,,,,,,,,Public,"468,518",38.52%,-9.79%,145,3.72%,5.49%,1833,https://www.crunchbase.com/ipo/ping-an-good-doctor-ipo--1c615c67,HKG - Hong Kong Stock Exchange,58487900000.0,HKD,7450480993.0,1120000000.0,USD,1120000000.0,2018-05-04,SoftBank Vision Fund,,,,,,,,Ping An Good Doctor is an Online-to-offline (O2O) healthcare servicing platform.,For Profit,,,,,,,,http://www.jk.cn/,,,,Asia-Pacific (APAC),HK,1833-HK,Ping An Healthcare and Technology Company Limited,2018-05-06,2018-10-31,2018-05-04,2018-05-06,2018-11-02,1833-HKG,-0.24635035,0.0,0.36313865999999995,1.0
PINTEC,https://www.crunchbase.com/organization/pintec,"Big Data, Financial Services, FinTech, Information Technology",Chaoyang,Liaoning,China,$10M to $50M,2016-01-01,year,2018-10-25,day,,,103000000.0,USD,103000000.0,1.0,William Wei,1,501-1000,,,IPO,103000000.0,USD,103000000.0,Series A,103000000.0,USD,103000000.0,1.0,Made Acquisitions,,,5.0,2.0,1.0,Active,"PINTEC is a independent technology platform enabling financial services in China. Founded in 2016, the company aims to leverage technology to advance financial services and level the playing field. The name “PINTEC” derives from the “pin” on a processor chip, and “technology”, representing the way the company connects finance with digital technologies. The company provides customizable modular fintech solutions to institutions and their customers. Used in fields such as finance, online travel, e-commerce, offline retail payment and business lending, these include solutions for consumer finance, SME loans, wealth management and robo-advisory, and online insurance.  PINTEC’s digital lending engine Dumiao and the robo-advisory engine Polaris use technologies including Artificial Intelligence, Blockchain, and Big Data.  PINTEC's clients include Xiaomi, Qunar, Ctrip, VIPSHOP, China Telecom’s BestPay unit, XWBank, Industrial Consumer Finance, Minsheng Securities etc.  PINTEC has launched two joint ventures in Singapore to serve the Southeast Asia market: Avatec, announced in 2018, provides digital lending technology, while Pivot, announced in 2017, offers wealth management technology.  ",,36,,,,,,,Series A,103000000.0,USD,103000000.0,2018-06-05,,,,,,,,,,,,Public,"33,189",21.43%,-42.44%,"1,041",15.07%,3.75%,PT,https://www.crunchbase.com/ipo/pintec-ipo--97311188,NASDAQ,3115000000.0,USD,3115000000.0,44300000.0,USD,44300000.0,2018-10-25,"Shunwei Capital, SINA Corporation, Mandra Capital, STI Financial Group, Zhong Capital Fund",,,,,,1.0,,PINTEC is a independent technology platform enabling financial services in China. ,For Profit,,,,,9.0,,https://twitter.com/pintecgroup?lang=en,https://www.pintec.com,,https://www.linkedin.com/company/pintec-%E5%93%81%E9%92%9B%EF%BC%89/,info@pintec.com,Asia-Pacific (APAC),US,PT-US,Pintec Technology Holdings Ltd. Sponsored ADR Class A,2018-10-27,2019-04-23,2018-10-25,2018-10-27,2019-04-25,PT-NAS,-0.40983604,0.0,-0.8081967,0.0
Pinterest,https://www.crunchbase.com/organization/pinterest,"Advertising, Internet, Social Bookmarking, Social Media, Social Network, Software",San Francisco,California,United States,$500M to $1B,2009-01-01,day,2019-04-18,day,,,1486100000.0,USD,1486100000.0,18.0,"Ben Silbermann, Evan Sharp, Paul Sciarra",3,1001-5000,,,IPO,20000000.0,USD,20000000.0,Venture - Series Unknown,1486100000.0,USD,1486100000.0,16.0,Made Acquisitions,,,41.0,10.0,,Active,"Pinterest is a visual bookmarking tool for saving and discovering creative ideas. Pins are ideas that help you get creative or try something new, whether you’re planning a camping trip or collecting home improvement hacks.  Pins are saved to boards, keeping your ideas organized and easy to find. Follow other people or boards that are saving ideas you’re interested in, so you can do even more of what you love. ",Unicorn,"15,067",,,,,,,Secondary Market,,,,2019-01-28,,,,,,,,,,,,Public,"845,954,452",46.69%,-1.18%,308,4.11%,-0.53%,PINS,https://www.crunchbase.com/ipo/pinterest-ipo--b3ba001b,NYSE - New York Stock Exchange,12660000000.0,USD,12660000000.0,1400000000.0,USD,1400000000.0,2019-04-18,"Andreessen Horowitz, Rakuten, Slow Ventures, Bessemer Venture Partners, Mosaic Ventures",,,,,,,,Pinterest is a visual bookmarking tool for saving and discovering creative ideas.,For Profit,81,22,Computing; Calculating,Scientific and electric apparatus and instruments,126.0,17.0,http://twitter.com/Pinterest,https://pinterest.com,http://www.facebook.com/pinterest,http://www.linkedin.com/company/pinterest,hi@pinterest.com,"San Francisco Bay Area, West Coast, Western US",US,PINS-US,"Pinterest, Inc. Class A",2019-04-20,2019-10-15,2019-04-18,2019-04-20,2019-10-17,PINS-NYS,0.06516397,1.0,-0.24139344999999998,0.0
Pivotal Systems,https://www.crunchbase.com/organization/pivotal-systems,"Industrial, Manufacturing, Semiconductor, Software",Fremont,California,United States,$1M to $10M,2003-01-01,year,2018-07-02,day,,,48921474.0,USD,48921474.0,9.0,"Mukund Venkatesh, Sherk Chung, Sumer Johal",3,11-50,,,IPO,,,,Series D,48921474.0,USD,48921474.0,,,,,6.0,1.0,,Active,Pivotal Systems provides the best-in-class gas flow monitoring and control technology platform for the global semiconductor industry. The company’s proprietary hardware and software utilizes advanced machine learning to enable preventative diagnostic capability resulting in an order of magnitude increase in fab productivity and capital efficiency for existing and future technology nodes.,,1,,,,,,,Series D,,,,2016-09-01,,,,,,,,,,,,Public,442,57.79%,,104,,,PVS,https://www.crunchbase.com/ipo/pivotal-systems-ipo--fb69762b,ASX - Australian Securities Exchange,206500000.0,AUD,151532718.0,53500000.0,AUD,39259082.0,2018-07-02,"Anzu Partners, U.S. Venture Partners (USVP), TL Ventures, Enterprise Partners, Firsthand Technology Value Fund",,,,,,,,Pivotal Systems provides process matching solutions for the semiconductor industry.,,21,2,Testing,Scientific and electric apparatus and instruments,13.0,,,http://www.pivotalsys.com,,https://www.linkedin.com/company/pivotal-systems,info@pivotalsys.com,"San Francisco Bay Area, Silicon Valley, West Coast",AU,PVS-AU,Pivotal Systems Corp. Shs Chess Deposit Interests Repr 1 Sh,2018-07-04,2018-12-29,2018-07-02,2018-07-04,2018-12-31,PVS-ASX,-0.41391937,0.0,-0.4468865,0.0
